order_id,date,product,category,region,sales_rep,quantity,unit_cost,unit_price,revenue,cost,profit
1059,2023-01-09,Keyboard Mech,Electronics,North,Alice,5,55,130,650,275,375
1060,2023-01-10,Desk Lamp,Furniture,North,Eva,10,25,65,650,250,400
1061,2023-01-10,Office Chair,Furniture,East,Alice,9,150,320,2880,1350,1530
1062,2023-01-10,Office Chair,Furniture,West,Eva,6,150,320,1920,900,1020
1063,2023-01-10,Sticky Notes,Stationery,North,Frank,5,2,8,40,10,30
1064,2023-01-10,Headphones,Electronics,North,Bob,5,60,150,750,300,450
1065,2023-01-10,Standing Desk,Furniture,South,Carol,2,300,650,1300,600,700
1066,2023-01-11,Desk Lamp,Furniture,South,Frank,4,25,65,260,100,160
1067,2023-01-11,Keyboard Mech,Electronics,East,Alice,5,55,130,650,275,375
1068,2023-01-11,Wireless Mouse,Electronics,North,Alice,7,15,35,245,105,140
1069,2023-01-11,Notebook Set,Stationery,East,Bob,3,5,18,54,15,39
1070,2023-01-11,Sticky Notes,Stationery,West,Eva,8,2,8,64,16,48
1071,2023-01-12,Wireless Mouse,Electronics,South,Eva,2,15,35,70,30,40
1072,2023-01-12,Laptop Pro,Electronics,South,David,6,700,1200,7200,4200,3000
1073,2023-01-12,USB-C Hub,Electronics,North,Carol,1,20,55,55,20,35
1074,2023-01-13,Keyboard Mech,Electronics,East,Eva,4,55,130,520,220,300
1075,2023-01-13,Pen Pack,Stationery,South,Bob,10,3,12,120,30,90
1076,2023-01-13,USB-C Hub,Electronics,,Frank,7,20,55,385,140,245
1077,2023-01-13,Notebook Set,Stationery,South,Carol,7,5,18,126,35,91
1078,2023-01-14,Sticky Notes,Stationery,North,David,2,2,8,16,4,12
1079,2023-01-14,Office Chair,Furniture,West,Carol,4,150,320,1280,600,680
1080,2023-01-14,Standing Desk,Furniture,South,David,4,300,650,2600,1200,1400
1081,2023-01-14,Notebook Set,Stationery,East,Carol,5,5,18,90,25,65
1082,2023-01-15,Headphones,Electronics,East,Alice,7,60,150,1050,420,630
1083,2023-01-15,Wireless Mouse,Electronics,East,Alice,5,15,35,175,75,100
1084,2023-01-15,Wireless Mouse,Electronics,East,David,10,15,35,350,150,200
1085,2023-01-15,Desk Lamp,Furniture,South,Carol,9,25,65,585,225,360
1086,2023-01-15,Laptop Pro,Electronics,,Eva,7,700,1200,8400,4900,3500
1087,2023-01-15,Keyboard Mech,Electronics,North,Frank,4,55,130,520,220,300
1088,2023-01-15,Notebook Set,Stationery,North,Frank,10,5,18,180,50,130
1089,2023-01-15,Standing Desk,Furniture,West,Carol,9,300,650,5850,2700,3150
1090,2023-01-16,Sticky Notes,Stationery,South,David,5,2,8,40,10,30
1091,2023-01-16,Keyboard Mech,Electronics,South,Eva,7,55,130,910,385,525
1092,2023-01-16,Desk Lamp,Furniture,North,Carol,5,25,65,325,125,200
1093,2023-01-16,Standing Desk,Furniture,East,David,4,300,650,2600,1200,1400
1094,2023-01-16,Monitor 24in,Electronics,West,Frank,8,180,380,3040,1440,1600
1095,2023-01-16,USB-C Hub,Electronics,East,Alice,2,20,55,110,40,70
1096,2023-01-17,Keyboard Mech,Electronics,South,Bob,5,55,130,650,275,375
1097,2023-01-17,Laptop Pro,Electronics,West,Eva,1,700,1200,1200,700,500
1098,2023-01-17,Wireless Mouse,Electronics,South,Frank,8,15,35,280,120,160
1099,2023-01-17,Sticky Notes,Stationery,South,Bob,7,2,8,56,14,42
1100,2023-01-18,Sticky Notes,Stationery,North,David,1,2,8,8,2,6
1101,2023-01-18,Office Chair,Furniture,West,Alice,3,150,320,960,450,510
1102,2023-01-18,Headphones,Electronics,North,David,4,60,150,600,240,360
1103,2023-01-18,USB-C Hub,Electronics,East,David,8,20,55,440,160,280
1104,2023-01-18,Desk Lamp,Furniture,West,Bob,9,25,65,585,225,360
1105,2023-01-18,Sticky Notes,Stationery,South,Frank,8,2,8,64,16,48
1106,2023-01-18,Standing Desk,Furniture,South,Carol,9,300,650,5850,2700,3150
1107,2023-01-18,Monitor 24in,Electronics,South,Carol,2,180,380,760,360,400
1108,2023-01-19,Notebook Set,Stationery,South,Bob,9,5,18,162,45,117
1109,2023-01-19,Pen Pack,Stationery,North,David,3,3,12,36,9,27
1110,2023-01-19,Pen Pack,Stationery,West,Alice,6,3,12,72,18,54
1111,2023-01-19,Office Chair,Furniture,North,Eva,7,150,320,2240,1050,1190
1112,2023-01-19,Pen Pack,Stationery,,Carol,8,3,12,96,24,72
1113,2023-01-20,Pen Pack,Stationery,South,David,7,3,12,84,21,63
1114,2023-01-20,Office Chair,Furniture,North,David,5,150,320,1600,750,850
1115,2023-01-20,Notebook Set,Stationery,West,Bob,7,5,18,126,35,91
1116,2023-01-20,Desk Lamp,Furniture,,David,9,25,65,585,225,360
1117,2023-01-20,Desk Lamp,Furniture,North,Frank,10,25,65,650,250,400
1118,2023-01-21,USB-C Hub,Electronics,East,David,8,20,55,440,160,280
1119,2023-01-21,Notebook Set,Stationery,East,David,4,5,18,72,20,52
1120,2023-01-21,Standing Desk,Furniture,North,David,7,300,650,4550,2100,2450
1121,2023-01-21,Laptop Pro,Electronics,East,Bob,9,700,1200,10800,6300,4500
1122,2023-01-21,Keyboard Mech,Electronics,North,Alice,2,55,130,260,110,150
1123,2023-01-21,Office Chair,Furniture,South,Bob,4,150,320,1280,600,680
1124,2023-01-22,Monitor 24in,Electronics,South,David,2,180,380,760,360,400
1125,2023-01-22,Sticky Notes,Stationery,South,Eva,5,2,8,40,10,30
1126,2023-01-22,Desk Lamp,Furniture,South,Carol,2,25,65,130,50,80
1127,2023-01-22,Wireless Mouse,Electronics,,Carol,10,15,35,350,150,200
1128,2023-01-23,Keyboard Mech,Electronics,South,Alice,7,55,130,910,385,525
1129,2023-01-23,Desk Lamp,Furniture,East,Frank,4,25,65,260,100,160
1130,2023-01-23,Desk Lamp,Furniture,North,Carol,2,25,65,130,50,80
1131,2023-01-23,Headphones,Electronics,North,Eva,7,60,150,1050,420,630
1132,2023-01-23,Keyboard Mech,Electronics,,David,6,55,130,780,330,450
1133,2023-01-23,Monitor 24in,Electronics,East,Frank,2,180,380,760,360,400
1134,2023-01-23,Monitor 24in,Electronics,East,Eva,3,180,380,1140,540,600
1135,2023-01-24,Monitor 24in,Electronics,East,Carol,8,180,380,3040,1440,1600
1136,2023-01-24,Office Chair,Furniture,West,Bob,2,150,320,640,300,340
1137,2023-01-24,Monitor 24in,Electronics,West,Carol,10,180,380,3800,1800,2000
1138,2023-01-24,Laptop Pro,Electronics,South,David,8,700,1200,9600,5600,4000
1139,2023-01-24,Office Chair,Furniture,East,Carol,6,150,320,1920,900,1020
1140,2023-01-24,Desk Lamp,Furniture,South,Alice,5,25,65,325,125,200
1141,2023-01-24,Office Chair,Furniture,South,Frank,7,150,320,2240,1050,1190
1142,2023-01-25,Keyboard Mech,Electronics,North,Alice,8,55,130,1040,440,600
1143,2023-01-25,Standing Desk,Furniture,South,Carol,4,300,650,2600,1200,1400
1144,2023-01-25,Keyboard Mech,Electronics,East,David,10,55,130,1300,550,750
1145,2023-01-25,Sticky Notes,Stationery,West,Carol,9,2,8,72,18,54
1146,2023-01-25,Standing Desk,Furniture,South,Carol,5,300,650,3250,1500,1750
1147,2023-01-25,Wireless Mouse,Electronics,South,Bob,9,15,35,315,135,180
1148,2023-01-26,Sticky Notes,Stationery,East,Alice,8,2,8,64,16,48
1149,2023-01-26,Office Chair,Furniture,South,Carol,5,150,320,1600,750,850
1150,2023-01-26,Laptop Pro,Electronics,North,Alice,9,700,1200,10800,6300,4500
1151,2023-01-26,Headphones,Electronics,South,Frank,5,60,150,750,300,450
1152,2023-01-27,Wireless Mouse,Electronics,West,David,1,15,35,35,15,20
1153,2023-01-27,Monitor 24in,Electronics,North,Carol,6,180,380,2280,1080,1200
1154,2023-01-27,Monitor 24in,Electronics,West,David,2,180,380,760,360,400
1155,2023-01-27,Wireless Mouse,Electronics,North,Bob,10,15,35,350,150,200
1156,2023-01-27,USB-C Hub,Electronics,North,Bob,10,20,55,550,200,350
1157,2023-01-27,Wireless Mouse,Electronics,South,Eva,9,15,35,315,135,180
1158,2023-01-28,Monitor 24in,Electronics,West,Carol,8,180,380,3040,1440,1600
1159,2023-01-28,Desk Lamp,Furniture,North,Bob,10,25,65,650,250,400
1160,2023-01-28,Keyboard Mech,Electronics,North,Bob,4,55,130,520,220,300
1161,2023-01-28,Office Chair,Furniture,South,Alice,3,150,320,960,450,510
1162,2023-01-28,Pen Pack,Stationery,West,Carol,8,3,12,96,24,72
1163,2023-01-28,Laptop Pro,Electronics,East,Frank,4,700,1200,4800,2800,2000
1164,2023-01-29,Wireless Mouse,Electronics,South,David,4,15,35,140,60,80
1165,2023-01-29,Wireless Mouse,Electronics,South,Carol,9,15,35,315,135,180
1166,2023-01-29,USB-C Hub,Electronics,East,Eva,2,20,55,110,40,70
1167,2023-01-29,Sticky Notes,Stationery,West,Alice,10,2,8,80,20,60
1168,2023-01-29,Monitor 24in,Electronics,East,Eva,5,180,380,1900,900,1000
1169,2023-01-29,Headphones,Electronics,North,David,8,60,150,1200,480,720
1170,2023-01-30,Notebook Set,Stationery,North,Bob,10,5,18,180,50,130
1171,2023-01-30,Keyboard Mech,Electronics,North,Frank,10,55,130,1300,550,750
1172,2023-01-30,Standing Desk,Furniture,South,David,10,300,650,6500,3000,3500
1173,2023-01-30,Headphones,Electronics,South,Eva,8,60,150,1200,480,720
1174,2023-01-30,Pen Pack,Stationery,West,Carol,8,3,12,96,24,72
1175,2023-01-30,Pen Pack,Stationery,North,Bob,6,3,12,72,18,54
1176,2023-01-30,Notebook Set,Stationery,East,Frank,7,5,18,126,35,91
1177,2023-01-30,Pen Pack,Stationery,North,Carol,9,3,12,108,27,81
1178,2023-01-31,Notebook Set,Stationery,West,Eva,2,5,18,36,10,26
1179,2023-01-31,Laptop Pro,Electronics,North,Bob,9,700,1200,10800,6300,4500
1180,2023-01-31,Headphones,Electronics,West,Frank,6,60,150,900,360,540
1181,2023-01-31,Monitor 24in,Electronics,South,Carol,1,180,380,380,180,200
1182,2023-01-31,Monitor 24in,Electronics,South,Frank,8,180,380,3040,1440,1600
1183,2023-02-01,Standing Desk,Furniture,,David,9,300,650,5850,2700,3150
1184,2023-02-01,Wireless Mouse,Electronics,North,David,4,15,35,140,60,80
1185,2023-02-01,Wireless Mouse,Electronics,East,Eva,3,15,35,105,45,60
1186,2023-02-01,Sticky Notes,Stationery,West,David,5,2,8,40,10,30
1187,2023-02-02,Monitor 24in,Electronics,South,Eva,9,180,380,3420,1620,1800
1188,2023-02-02,Headphones,Electronics,East,David,3,60,150,450,180,270
1189,2023-02-02,Notebook Set,Stationery,North,Carol,9,5,18,162,45,117
1190,2023-02-02,Sticky Notes,Stationery,West,Bob,5,2,8,40,10,30
1191,2023-02-03,Headphones,Electronics,West,David,8,60,150,1200,480,720
1192,2023-02-03,Notebook Set,Stationery,South,Eva,4,5,18,72,20,52
1193,2023-02-03,Pen Pack,Stationery,West,Alice,4,3,12,48,12,36
1194,2023-02-03,Notebook Set,Stationery,West,David,8,5,18,144,40,104
1195,2023-02-03,Keyboard Mech,Electronics,North,Bob,3,55,130,390,165,225
1196,2023-02-03,Headphones,Electronics,North,David,10,60,150,1500,600,900
1197,2023-02-04,Headphones,Electronics,,Bob,8,60,150,1200,480,720
1198,2023-02-04,Pen Pack,Stationery,East,Carol,3,3,12,36,9,27
1199,2023-02-04,Desk Lamp,Furniture,East,Frank,7,25,65,455,175,280
1200,2023-02-05,Pen Pack,Stationery,West,Eva,6,3,12,72,18,54
1201,2023-02-05,Laptop Pro,Electronics,East,Bob,10,700,1200,12000,7000,5000
1202,2023-02-05,Sticky Notes,Stationery,North,Frank,2,2,8,16,4,12
1203,2023-02-05,Sticky Notes,Stationery,East,Alice,2,2,8,16,4,12
1204,2023-02-05,Laptop Pro,Electronics,East,Carol,6,700,1200,7200,4200,3000
1205,2023-02-05,Notebook Set,Stationery,West,Eva,7,5,18,126,35,91
1206,2023-02-05,Keyboard Mech,Electronics,North,Eva,3,55,130,390,165,225
1207,2023-02-06,Desk Lamp,Furniture,South,Bob,4,25,65,260,100,160
1208,2023-02-06,Monitor 24in,Electronics,North,David,5,180,380,1900,900,1000
1209,2023-02-06,Standing Desk,Furniture,West,Carol,9,300,650,5850,2700,3150
1210,2023-02-06,Desk Lamp,Furniture,West,Frank,5,25,65,325,125,200
1211,2023-02-06,Standing Desk,Furniture,South,David,8,300,650,5200,2400,2800
1212,2023-02-06,Monitor 24in,Electronics,East,Eva,2,180,380,760,360,400
1213,2023-02-07,Sticky Notes,Stationery,,Frank,5,2,8,40,10,30
1214,2023-02-07,Pen Pack,Stationery,,Frank,5,3,12,60,15,45
1215,2023-02-07,Sticky Notes,Stationery,West,Carol,1,2,8,8,2,6
1216,2023-02-07,Office Chair,Furniture,South,Frank,10,150,320,3200,1500,1700
1217,2023-02-07,Office Chair,Furniture,South,Frank,10,150,320,3200,1500,1700
1218,2023-02-08,Keyboard Mech,Electronics,West,Alice,1,55,130,130,55,75
1219,2023-02-08,Desk Lamp,Furniture,North,Carol,6,25,65,390,150,240
1220,2023-02-08,Notebook Set,Stationery,South,Eva,7,5,18,126,35,91
1221,2023-02-09,Headphones,Electronics,South,Carol,9,60,150,1350,540,810
1222,2023-02-09,Monitor 24in,Electronics,East,Alice,5,180,380,1900,900,1000
1223,2023-02-09,Monitor 24in,Electronics,South,Frank,2,180,380,760,360,400
1224,2023-02-09,Sticky Notes,Stationery,East,Alice,7,2,8,56,14,42
1225,2023-02-09,Pen Pack,Stationery,North,David,1,3,12,12,3,9
1226,2023-02-10,Keyboard Mech,Electronics,East,Alice,5,55,130,650,275,375
1227,2023-02-10,Keyboard Mech,Electronics,East,Eva,4,55,130,520,220,300
1228,2023-02-10,Office Chair,Furniture,West,Frank,2,150,320,640,300,340
1229,2023-02-10,Standing Desk,Furniture,North,Alice,7,300,650,4550,2100,2450
1230,2023-02-10,Standing Desk,Furniture,South,Eva,8,300,650,5200,2400,2800
1231,2023-02-11,Pen Pack,Stationery,West,Eva,8,3,12,96,24,72
1232,2023-02-11,Sticky Notes,Stationery,North,David,3,2,8,24,6,18
1233,2023-02-11,Desk Lamp,Furniture,East,Alice,7,25,65,455,175,280
1234,2023-02-11,Sticky Notes,Stationery,West,Bob,6,2,8,48,12,36
1235,2023-02-12,Wireless Mouse,Electronics,East,Alice,6,15,35,210,90,120
1236,2023-02-12,Pen Pack,Stationery,North,David,5,3,12,60,15,45
1237,2023-02-12,Wireless Mouse,Electronics,North,Alice,4,15,35,140,60,80
1238,2023-02-12,Notebook Set,Stationery,South,Alice,4,5,18,72,20,52
1239,2023-02-12,Headphones,Electronics,South,Carol,4,60,150,600,240,360
1240,2023-02-13,Desk Lamp,Furniture,South,Bob,1,25,65,65,25,40
1241,2023-02-13,Headphones,Electronics,North,Frank,5,60,150,750,300,450
1242,2023-02-13,Laptop Pro,Electronics,,Bob,3,700,1200,3600,2100,1500
1243,2023-02-13,Desk Lamp,Furniture,,Carol,6,25,65,390,150,240
1244,2023-02-14,USB-C Hub,Electronics,North,David,7,20,55,385,140,245
1245,2023-02-14,Monitor 24in,Electronics,North,David,6,180,380,2280,1080,1200
1246,2023-02-14,Headphones,Electronics,North,Frank,4,60,150,600,240,360
1247,2023-02-15,Headphones,Electronics,North,Alice,5,60,150,750,300,450
1248,2023-02-15,Monitor 24in,Electronics,North,David,7,180,380,2660,1260,1400
1249,2023-02-15,Sticky Notes,Stationery,North,Carol,8,2,8,64,16,48
1250,2023-02-15,Desk Lamp,Furniture,East,Eva,3,25,65,195,75,120
1251,2023-02-15,Keyboard Mech,Electronics,East,David,10,55,130,1300,550,750
1252,2023-02-15,Desk Lamp,Furniture,West,Alice,9,25,65,585,225,360
1253,2023-02-15,Sticky Notes,Stationery,South,David,2,2,8,16,4,12
1254,2023-02-15,Monitor 24in,Electronics,West,David,4,180,380,1520,720,800
1255,2023-02-16,Sticky Notes,Stationery,East,Frank,2,2,8,16,4,12
1256,2023-02-16,Standing Desk,Furniture,West,Alice,6,300,650,3900,1800,2100
1257,2023-02-16,Wireless Mouse,Electronics,North,Frank,2,15,35,70,30,40
1258,2023-02-16,Sticky Notes,Stationery,North,Eva,6,2,8,48,12,36
1259,2023-02-16,Headphones,Electronics,North,David,9,60,150,1350,540,810
1260,2023-02-16,Notebook Set,Stationery,North,Carol,7,5,18,126,35,91
1261,2023-02-17,Standing Desk,Furniture,South,Bob,6,300,650,3900,1800,2100
1262,2023-02-17,Keyboard Mech,Electronics,North,Carol,8,55,130,1040,440,600
1263,2023-02-17,Headphones,Electronics,East,Eva,6,60,150,900,360,540
1264,2023-02-17,Office Chair,Furniture,North,Eva,7,150,320,2240,1050,1190
1265,2023-02-17,Keyboard Mech,Electronics,,Carol,5,55,130,650,275,375
1266,2023-02-17,Sticky Notes,Stationery,East,Alice,5,2,8,40,10,30
1267,2023-02-17,USB-C Hub,Electronics,West,Alice,3,20,55,165,60,105
1268,2023-02-18,Sticky Notes,Stationery,South,David,1,2,8,8,2,6
1269,2023-02-18,Pen Pack,Stationery,East,Carol,8,3,12,96,24,72
1270,2023-02-18,Sticky Notes,Stationery,North,Alice,6,2,8,48,12,36
1271,2023-02-18,USB-C Hub,Electronics,North,Frank,3,20,55,165,60,105
1272,2023-02-19,Standing Desk,Furniture,West,Eva,8,300,650,5200,2400,2800
1273,2023-02-19,Monitor 24in,Electronics,North,Carol,7,180,380,2660,1260,1400
1274,2023-02-19,Pen Pack,Stationery,West,Eva,2,3,12,24,6,18
1275,2023-02-20,Standing Desk,Furniture,North,Alice,1,300,650,650,300,350
1276,2023-02-20,Office Chair,Furniture,South,Carol,5,150,320,1600,750,850
1277,2023-02-20,Standing Desk,Furniture,West,Frank,6,300,650,3900,1800,2100
1278,2023-02-20,Pen Pack,Stationery,South,Eva,3,3,12,36,9,27
1279,2023-02-20,Headphones,Electronics,North,David,6,60,150,900,360,540
1280,2023-02-20,Laptop Pro,Electronics,East,Eva,8,700,1200,9600,5600,4000
1281,2023-02-20,Pen Pack,Stationery,West,Carol,10,3,12,120,30,90
1282,2023-02-20,Wireless Mouse,Electronics,,Carol,7,15,35,245,105,140
1283,2023-02-21,Desk Lamp,Furniture,East,Alice,8,25,65,520,200,320
1284,2023-02-21,Pen Pack,Stationery,West,Eva,2,3,12,24,6,18
1285,2023-02-21,Wireless Mouse,Electronics,East,Bob,7,15,35,245,105,140
1286,2023-02-21,Notebook Set,Stationery,North,Eva,3,5,18,54,15,39
1287,2023-02-22,Office Chair,Furniture,South,Bob,6,150,320,1920,900,1020
1288,2023-02-22,Wireless Mouse,Electronics,South,Eva,3,15,35,105,45,60
1289,2023-02-22,USB-C Hub,Electronics,West,David,2,20,55,110,40,70
1290,2023-02-22,Desk Lamp,Furniture,East,Frank,10,25,65,650,250,400
1291,2023-02-22,Notebook Set,Stationery,West,David,3,5,18,54,15,39
1292,2023-02-22,Keyboard Mech,Electronics,North,Carol,5,55,130,650,275,375
1293,2023-02-22,Headphones,Electronics,West,Alice,2,60,150,300,120,180
1294,2023-02-23,Notebook Set,Stationery,North,Eva,5,5,18,90,25,65
1295,2023-02-23,Desk Lamp,Furniture,North,David,9,25,65,585,225,360
1296,2023-02-23,Desk Lamp,Furniture,West,Eva,4,25,65,260,100,160
1297,2023-02-24,Laptop Pro,Electronics,East,Frank,8,700,1200,9600,5600,4000
1298,2023-02-24,Wireless Mouse,Electronics,North,Bob,9,15,35,315,135,180
1299,2023-02-24,Sticky Notes,Stationery,South,Carol,8,2,8,64,16,48
1300,2023-02-24,Notebook Set,Stationery,East,Frank,5,5,18,90,25,65
1301,2023-02-25,Laptop Pro,Electronics,North,Eva,6,700,1200,7200,4200,3000
1302,2023-02-25,Keyboard Mech,Electronics,South,Carol,7,55,130,910,385,525
1303,2023-02-25,Wireless Mouse,Electronics,East,Carol,10,15,35,350,150,200
1304,2023-02-25,Keyboard Mech,Electronics,North,Carol,7,55,130,910,385,525
1305,2023-02-25,Headphones,Electronics,East,Bob,7,60,150,1050,420,630
1306,2023-02-25,Keyboard Mech,Electronics,West,Eva,9,55,130,1170,495,675
1307,2023-02-25,Notebook Set,Stationery,South,Bob,1,5,18,18,5,13
1308,2023-02-26,Monitor 24in,Electronics,South,Bob,4,180,380,1520,720,800
1309,2023-02-26,Wireless Mouse,Electronics,North,Eva,5,15,35,175,75,100
1310,2023-02-26,Headphones,Electronics,East,Eva,9,60,150,1350,540,810
1311,2023-02-26,USB-C Hub,Electronics,South,Bob,10,20,55,550,200,350
1312,2023-02-26,Sticky Notes,Stationery,South,Frank,10,2,8,80,20,60
1313,2023-02-27,Laptop Pro,Electronics,South,David,7,700,1200,8400,4900,3500
1314,2023-02-27,Desk Lamp,Furniture,West,Bob,5,25,65,325,125,200
1315,2023-02-27,Headphones,Electronics,West,Bob,4,60,150,600,240,360
1316,2023-02-27,Notebook Set,Stationery,West,Carol,10,5,18,180,50,130
1317,2023-02-27,Pen Pack,Stationery,South,Bob,9,3,12,108,27,81
1318,2023-02-27,Desk Lamp,Furniture,North,Frank,3,25,65,195,75,120
1319,2023-02-28,Notebook Set,Stationery,North,Carol,9,5,18,162,45,117
1320,2023-02-28,Wireless Mouse,Electronics,South,David,3,15,35,105,45,60
1321,2023-02-28,Wireless Mouse,Electronics,East,Alice,4,15,35,140,60,80
1322,2023-02-28,Pen Pack,Stationery,East,Bob,1,3,12,12,3,9
1323,2023-02-28,Pen Pack,Stationery,North,Carol,2,3,12,24,6,18
1324,2023-02-28,Wireless Mouse,Electronics,South,Alice,6,15,35,210,90,120
1325,2023-03-01,Monitor 24in,Electronics,West,David,3,180,380,1140,540,600
1326,2023-03-01,Desk Lamp,Furniture,North,Carol,1,25,65,65,25,40
1327,2023-03-01,Office Chair,Furniture,West,Alice,3,150,320,960,450,510
1328,2023-03-01,Standing Desk,Furniture,North,Bob,4,300,650,2600,1200,1400
1329,2023-03-01,Pen Pack,Stationery,North,David,10,3,12,120,30,90
1330,2023-03-02,Headphones,Electronics,South,Frank,1,60,150,150,60,90
1331,2023-03-02,USB-C Hub,Electronics,East,Bob,5,20,55,275,100,175
1332,2023-03-02,Desk Lamp,Furniture,North,Eva,7,25,65,455,175,280
1333,2023-03-02,Notebook Set,Stationery,North,David,2,5,18,36,10,26
1334,2023-03-02,Monitor 24in,Electronics,East,Carol,1,180,380,380,180,200
1335,2023-03-02,Sticky Notes,Stationery,North,Carol,1,2,8,8,2,6
1336,2023-03-02,Office Chair,Furniture,East,Bob,2,150,320,640,300,340
1337,2023-03-03,Notebook Set,Stationery,South,Frank,9,5,18,162,45,117
1338,2023-03-03,Monitor 24in,Electronics,South,Alice,8,180,380,3040,1440,1600
1339,2023-03-03,Sticky Notes,Stationery,South,Alice,8,2,8,64,16,48
1340,2023-03-04,Laptop Pro,Electronics,West,Eva,6,700,1200,7200,4200,3000
